Date,Close,Currency,High,Low,Open,Volume
2012-01-12,5.65,USD,5.72,5.56,5.7,3646500
2012-01-13,4.56,USD,5.7,4.53,5.68,27532196
2012-01-17,5.32,USD,5.47,5.28,5.32,23261930
2012-01-18,5.36,USD,5.38,5.25,5.34,6300915
2012-01-19,5.35,USD,5.55,5.32,5.44,6231110
2012-01-20,5.32,USD,5.4,5.28,5.38,3311445
2012-01-23,5.35,USD,5.44,5.32,5.36,2972665
2012-01-24,5.48,USD,5.54,5.29,5.33,4289570
2012-01-25,5.59,USD,5.6,5.41,5.45,3055560
2012-01-26,5.79,USD,5.92,5.6,5.61,6355140
2012-01-27,5.87,USD,5.94,5.7,5.7,3741805
2012-01-30,5.91,USD,5.92,5.71,5.9,3644895
2012-01-31,5.81,USD,6.0,5.77,5.98,4783565
2012-02-01,5.92,USD,5.94,5.8,5.81,2615845
2012-02-02,6.05,USD,6.18,5.92,5.94,4028050
2012-02-03,6.23,USD,6.27,6.05,6.08,3822090
2012-02-06,6.36,USD,6.38,6.21,6.22,3260805
2012-02-07,6.32,USD,6.36,6.16,6.36,5107515
2012-02-08,6.39,USD,6.4,6.26,6.32,3118130
2012-02-09,6.52,USD,6.58,6.29,6.4,6389840
2012-02-10,6.22,USD,6.45,5.97,6.45,9370695
2012-02-13,6.3,USD,6.41,6.18,6.31,5789290
2012-02-14,6.63,USD,6.76,6.28,6.35,9056825
2012-02-15,6.72,USD,6.88,6.45,6.62,13822380
2012-02-16,6.84,USD,6.9,6.51,6.7,11098180
2012-02-17,6.99,USD,6.99,6.7,6.8,6883225
2012-02-21,6.9,USD,6.97,6.76,6.97,5678940
2012-02-22,6.84,USD,6.94,6.5,6.9,8274925
2012-02-23,6.91,USD,6.99,6.71,6.8,4101725
2012-02-24,6.75,USD,6.9,6.65,6.85,4799330
2012-02-27,6.72,USD,6.8,6.6,6.68,3029765
2012-02-28,6.76,USD,6.89,6.63,6.73,3060915
2012-02-29,6.68,USD,6.82,6.63,6.76,2678420
2012-03-01,6.88,USD,6.9,6.66,6.7,3517175
2012-03-02,6.81,USD,6.9,6.74,6.88,2749855
2012-03-05,6.75,USD,6.88,6.69,6.87,2334690
2012-03-06,6.62,USD,6.66,6.52,6.65,2868745
2012-03-07,6.62,USD,6.66,6.58,6.62,1824155
2012-03-08,6.61,USD,6.7,6.61,6.62,3166335
2012-03-09,6.95,USD,7.06,6.64,6.64,7767115
2012-03-12,7.2,USD,7.26,6.92,6.94,9822600
2012-03-13,7.22,USD,7.32,7.1,7.3,5008215
2012-03-14,7.06,USD,7.2,6.96,7.2,4257320
2012-03-15,7.0,USD,7.1,6.96,7.06,2857980
2012-03-16,7.06,USD,7.18,6.97,6.98,3646180
2012-03-19,7.0,USD,7.06,6.91,7.05,5077930
2012-03-20,6.99,USD,7.04,6.91,7.0,2835005
2012-03-21,7.03,USD,7.06,6.92,6.99,3035515
2012-03-22,6.88,USD,7.03,6.86,6.99,2611765
2012-03-23,6.82,USD,6.93,6.63,6.85,5852835
2012-03-26,7.48,USD,7.62,7.01,7.12,15704455
2012-03-27,7.59,USD,7.99,7.41,7.43,12700265
2012-03-28,7.57,USD,7.69,7.42,7.56,4774850
2012-03-29,7.47,USD,7.64,7.41,7.64,3981675
2012-03-30,7.45,USD,7.59,7.34,7.5,4431560
